,mass mean,mass std,nutlin_7hr_rep1_ms1_01,nutlin_7hr_rep1_ms1_02,nutlin_7hr_rep2_ms1_01,uv_7hr_rep1_ms1_01,uv_7hr_rep1_ms1_02,uv_7hr_rep2_ms1_01,xray-nutlin_7hr_rep1_ms1_01,xray-nutlin_7hr_rep1_ms1_02,xray-nutlin_7hr_rep2_ms1_01,xray_2hr_rep1_ms1_01,xray_2hr_rep1_ms1_02,xray_7hr_rep1_ms1_01,xray_7hr_rep1_ms1_02,xray_7hr_rep2_ms1_01
100,13473.800130947451,0.9506927962387048,13473.348247157563,,13475.331928798187,13474.379289638033,13474.34353085475,13473.40834725522,13472.421079188813,,,,13473.368493739594,,,
101,13476.426236659516,0.058855936255969375,,13476.467854091155,,,,,,,,,,13476.384619227876,,
102,13480.92479041986,0.836927685603267,13482.388247157563,13481.467854091155,,13479.43928963803,13480.40353085475,13480.40834725522,13480.501079188813,13481.3831446185,,,13481.408493739593,13480.424619227875,13481.423298427093,
103,13483.43928963803,,,,,13483.43928963803,,,,,,,,,,
104,13485.775450609048,1.2196001226218756,13486.368247157563,,13484.391928798188,,13485.383530854751,,13484.481079188812,,,,,13487.384619227876,13486.643298427094,
105,13488.615338304362,0.4478035831678723,,13488.727854091157,13488.351928798187,13488.399289638031,13488.363530854751,13488.368347255218,13489.481079188812,,,,,,,
106,13502.32834725522,,,,,,,13502.32834725522,,,,,,,,
107,13506.388347255219,,,,,,,13506.388347255219,,,,,,,,
108,13515.334851161468,,,,,,,,,,,13515.334851161468,,,,
109,13518.799855230478,0.5443267455896064,,,13518.491928798187,13518.479289638031,,13519.42834725522,,,,,,,,
110,13555.580272494577,0.7941104094585862,13554.588247157562,,13555.591928798189,13555.61928963803,13555.60353085475,13554.628347255219,,13555.6031446185,,13557.354851161468,13555.608493739594,13555.624619227874,,
111,13570.359289638032,,,,,13570.359289638032,,,,,,,,,,
112,13573.831599208344,0.7307920962196611,,,,,,13574.348347255218,,,,13573.314851161469,,,,
113,13578.78164803647,0.5523857440366642,,,13578.371928798188,,,13578.388347255219,,,,13578.374851161469,13579.368493739594,13579.404619227877,,
114,13617.657536708342,1.4062827797726818,,,13618.651928798186,,,,,13616.6631446185,,,,,,
115,13632.463530854751,,,,,,13632.463530854751,,,,,,,,,
116,13636.668247157562,,13636.668247157562,,,,,,,,,,,,,
