mass,intensity
43607.31838312169,0.0
43607.338383121685,0.0
43607.35838312168,0.0
43607.37838312168,0.0
43607.398383121676,0.0
43607.41838312167,0.0
43607.43838312167,0.0
43607.458383121666,0.0
43607.47838312166,0.0
43607.49838312166,0.0
43607.51838312166,0.0
43607.53838312165,0.0
43607.55838312165,0.0
43607.57838312165,0.0
43607.59838312164,0.0
43607.61838312164,0.0
43607.63838312164,0.0
43607.658383121634,0.0
43607.67838312163,0.0
43607.69838312163,0.0
43607.718383121624,0.0
43607.73838312162,0.0
43607.75838312162,0.0
43607.778383121615,0.0
43607.79838312161,0.0
43607.81838312161,0.0
43607.838383121605,0.0
43607.8583831216,0.0
43607.8783831216,0.0
43607.898383121596,0.0
43607.91838312159,0.0
43607.93838312159,0.0
43607.958383121586,0.0
43607.97838312158,0.0
43607.99838312158,0.0
43608.018383121576,0.0
43608.03838312157,0.0
43608.05838312157,0.0
43608.07838312157,0.0
43608.09838312156,0.0
43608.11838312156,0.0
43608.13838312156,0.0
43608.158383121554,0.0
43608.17838312155,0.0
43608.19838312155,0.0
43608.218383121544,0.0
43608.23838312154,0.0
43608.25838312154,0.0
43608.278383121535,0.0
43608.29838312153,0.0
43608.31838312153,0.0
43608.338383121525,0.0
43608.35838312152,0.0
43608.37838312152,0.0
43608.398383121516,0.0
43608.41838312151,0.0
43608.43838312151,0.0
43608.458383121506,0.0
43608.4783831215,0.0
43608.4983831215,0.0
43608.518383121496,0.0
43608.53838312149,0.0
43608.55838312149,0.0
43608.57838312149,0.0
43608.59838312148,0.0
43608.61838312148,0.0
43608.63838312148,0.0
43608.658383121474,0.0
43608.67838312147,0.0
43608.69838312147,0.0
43608.718383121464,0.0
43608.73838312146,0.0
43608.75838312146,0.0
43608.778383121455,0.0
43608.79838312145,0.0
43608.81838312145,0.0
43608.838383121445,0.0
43608.85838312144,0.0
43608.87838312144,0.0
43608.898383121435,0.0
43608.91838312143,0.0
43608.93838312143,0.0
43608.958383121426,0.0
43608.97838312142,0.0
43608.99838312142,0.0
43609.018383121416,0.0
43609.03838312141,0.0
43609.05838312141,0.0
43609.07838312141,0.0
43609.0983831214,0.0
43609.1183831214,0.0
43609.1383831214,0.0
43609.158383121394,0.0
43609.17838312139,0.0
43609.19838312139,0.0
43609.218383121384,0.0
43609.23838312138,0.0
43609.25838312138,0.0
43609.278383121375,0.0
43609.29838312137,0.0
43609.31838312137,0.0
43609.338383121365,0.0
43609.35838312136,0.0
43609.37838312136,0.0
43609.398383121355,0.0
43609.41838312135,0.0
43609.43838312135,0.0
43609.458383121346,0.0
43609.47838312134,0.0
43609.49838312134,0.0
43609.518383121336,0.0
43609.53838312133,0.0
43609.55838312133,0.0
43609.57838312133,0.0
43609.59838312132,0.0
43609.61838312132,0.0
43609.63838312132,0.0
43609.658383121314,0.0
43609.67838312131,0.0
43609.69838312131,0.0
43609.718383121304,0.0
43609.7383831213,0.0
43609.7583831213,0.0
43609.778383121295,0.0
43609.79838312129,0.0
43609.81838312129,0.0
43609.838383121285,0.0
43609.85838312128,0.0
43609.87838312128,0.0
43609.898383121275,0.0
43609.91838312127,0.0
43609.93838312127,0.0
43609.958383121266,0.0
43609.97838312126,0.0
43609.99838312126,0.0
43610.018383121256,0.0
43610.03838312125,0.0
43610.05838312125,0.0
43610.07838312125,0.0
43610.09838312124,0.0
43610.11838312124,0.0
43610.13838312124,0.0
43610.158383121234,0.0
43610.17838312123,0.0
43610.19838312123,0.0
43610.218383121224,0.0
43610.23838312122,0.0
43610.25838312122,0.0
43610.278383121215,0.0
43610.29838312121,0.0
43610.31838312121,0.0
43610.338383121205,0.0
43610.3583831212,0.0
43610.3783831212,0.0
43610.398383121195,0.0
43610.41838312119,0.0
43610.43838312119,0.0
43610.458383121186,0.0
43610.47838312118,0.0
43610.49838312118,0.0
43610.518383121176,0.0
43610.53838312117,0.0
43610.55838312117,0.0
43610.57838312117,0.0
43610.59838312116,0.0
43610.61838312116,0.0
43610.63838312116,0.0
43610.658383121154,0.0
43610.67838312115,0.0
43610.69838312115,0.0
43610.718383121144,0.0
43610.73838312114,0.0
43610.75838312114,0.0
43610.778383121135,0.0
43610.79838312113,0.0
43610.81838312113,0.0
43610.838383121125,0.0
43610.85838312112,0.0
43610.87838312112,0.0
43610.898383121115,0.0
43610.91838312111,0.0
43610.93838312111,0.0
43610.958383121106,0.0
43610.9783831211,0.0
43610.9983831211,0.0
43611.018383121096,0.0
43611.03838312109,0.0
43611.05838312109,0.0
43611.07838312109,0.0
43611.09838312108,0.0
43611.11838312108,0.0
43611.13838312108,0.0
43611.158383121074,0.0
43611.17838312107,0.0
43611.19838312107,0.0
43611.218383121064,0.0
43611.23838312106,0.0
43611.25838312106,0.0
43611.278383121055,0.0
43611.29838312105,0.0
43611.31838312105,0.0
43611.338383121045,0.0
43611.35838312104,0.0
43611.37838312104,0.0
43611.398383121035,0.0
43611.41838312103,0.0
43611.43838312103,0.0
43611.458383121026,0.0
43611.47838312102,0.0
43611.49838312102,0.0
43611.518383121016,0.0
43611.53838312101,0.0
43611.55838312101,0.0
43611.57838312101,0.0
43611.598383121,0.0
43611.618383121,0.0
43611.638383121,0.0
43611.658383120994,0.0
43611.67838312099,0.0
43611.69838312099,0.0
43611.718383120984,0.0
43611.73838312098,0.0
43611.75838312098,0.0
43611.778383120974,0.0
43611.79838312097,0.0
43611.81838312097,0.0
43611.838383120965,0.0
43611.85838312096,0.0
43611.87838312096,0.0
43611.898383120955,0.0
43611.91838312095,0.0
43611.93838312095,0.0
43611.958383120946,0.0
43611.97838312094,0.0
43611.99838312094,0.0
43612.018383120936,0.0
43612.03838312093,0.0
43612.05838312093,0.0
43612.07838312093,0.0
43612.09838312092,0.0
43612.11838312092,0.0
43612.13838312092,0.0
43612.158383120914,0.0
43612.17838312091,0.0
43612.19838312091,0.0
43612.218383120904,0.0
43612.2383831209,0.0
43612.2583831209,0.0
43612.278383120894,0.0
43612.29838312089,0.0
43612.31838312089,0.0
43612.338383120885,0.0
43612.35838312088,0.0
43612.37838312088,0.0
43612.398383120875,0.0
43612.41838312087,0.0
43612.43838312087,0.0
43612.458383120866,0.0
43612.47838312086,0.0
43612.49838312086,0.0
43612.518383120856,0.0
43612.53838312085,0.0
43612.55838312085,0.0
43612.57838312085,0.0
43612.59838312084,0.0
43612.61838312084,0.0
43612.63838312084,0.0
43612.65838312083,0.0
43612.67838312083,0.0
43612.69838312083,0.0
43612.718383120824,0.0
43612.73838312082,0.0
43612.75838312082,0.0
43612.778383120814,0.0
43612.79838312081,0.0
43612.81838312081,0.0
43612.838383120805,0.0
43612.8583831208,0.0
43612.8783831208,0.0
43612.898383120795,0.0
43612.91838312079,0.0
43612.93838312079,0.0
43612.958383120786,0.0
43612.97838312078,0.0
43612.99838312078,0.0
43613.018383120776,0.0
43613.03838312077,0.0
43613.05838312077,0.0
43613.07838312077,0.0
43613.09838312076,0.0
43613.11838312076,0.0
43613.13838312076,0.0
43613.15838312075,0.0
43613.17838312075,0.0
43613.19838312075,0.0
43613.218383120744,0.0
43613.23838312074,0.0
43613.25838312074,0.0
43613.278383120734,0.0
43613.29838312073,0.0
43613.31838312073,0.0
43613.338383120725,0.0
43613.35838312072,0.0
43613.37838312072,0.0
43613.398383120715,0.0
43613.41838312071,0.0
43613.43838312071,0.0
43613.458383120706,0.0
43613.4783831207,0.0
43613.4983831207,0.0
43613.518383120696,0.0
43613.53838312069,0.0
43613.55838312069,0.0
43613.578383120686,0.0
43613.59838312068,0.0
43613.61838312068,0.0
43613.63838312068,0.0
43613.65838312067,0.0
43613.67838312067,0.0
43613.69838312067,0.0
43613.718383120664,0.0
43613.73838312066,0.0
43613.75838312066,0.0
43613.778383120654,0.0
43613.79838312065,0.0
43613.81838312065,0.0
43613.838383120645,0.0
43613.85838312064,0.0
43613.87838312064,0.0
43613.898383120635,0.0
43613.91838312063,0.0
43613.93838312063,0.0
43613.958383120626,0.0
43613.97838312062,0.0
43613.99838312062,0.0
43614.018383120616,0.0
43614.03838312061,0.0
43614.05838312061,0.0
43614.078383120606,0.0
43614.0983831206,0.0
43614.1183831206,0.0
43614.1383831206,0.0
43614.15838312059,0.0
43614.17838312059,0.0
43614.19838312059,0.0
43614.218383120584,0.0
43614.23838312058,0.0
43614.25838312058,0.0
43614.278383120574,0.0
43614.29838312057,0.0
43614.31838312057,0.0
43614.338383120565,0.0
43614.35838312056,0.0
43614.37838312056,0.0
43614.398383120555,0.0
43614.41838312055,0.0
43614.43838312055,0.0
43614.458383120545,0.0
43614.47838312054,0.0
43614.49838312054,0.0
43614.518383120536,0.0
43614.53838312053,0.0
43614.55838312053,0.0
43614.578383120526,0.0
43614.59838312052,0.0
43614.61838312052,0.0
43614.63838312052,0.0
43614.65838312051,0.0
43614.67838312051,0.0
43614.69838312051,0.0
43614.718383120504,0.0
43614.7383831205,0.0
43614.7583831205,0.0
43614.778383120494,0.0
43614.79838312049,0.0
43614.81838312049,0.0
43614.838383120485,0.0
43614.85838312048,0.0
43614.87838312048,0.0
43614.898383120475,0.0
43614.91838312047,0.0
43614.93838312047,0.0
43614.958383120465,0.0
43614.97838312046,0.0
43614.99838312046,0.0
43615.018383120456,0.0
43615.03838312045,0.0
43615.05838312045,0.0
43615.078383120446,0.0
43615.09838312044,0.0
43615.11838312044,0.0
43615.13838312044,0.0
43615.15838312043,0.0
43615.17838312043,0.0
43615.19838312043,0.0
43615.218383120424,0.0
43615.23838312042,0.0
43615.25838312042,0.0
43615.278383120414,0.0
43615.29838312041,0.0
43615.31838312041,0.0
43615.338383120405,0.0
43615.3583831204,0.0
43615.3783831204,0.0
43615.398383120395,0.0
43615.41838312039,0.0
43615.43838312039,0.0
43615.458383120385,0.0
43615.47838312038,0.0
43615.49838312038,0.0
43615.518383120376,0.0
43615.53838312037,0.0
43615.55838312037,0.0
43615.578383120366,0.0
43615.59838312036,0.0
43615.61838312036,0.0
43615.63838312036,0.0
43615.65838312035,0.0
43615.67838312035,0.0
43615.69838312035,0.0
43615.718383120344,0.0
43615.73838312034,0.0
43615.75838312034,0.0
43615.778383120334,0.0
43615.79838312033,0.0
43615.81838312033,0.0
43615.838383120325,0.0
43615.85838312032,0.0
43615.87838312032,0.0
43615.898383120315,0.0
43615.91838312031,0.0
43615.93838312031,0.0
43615.958383120305,0.0
43615.9783831203,0.0
43615.9983831203,0.0
43616.018383120296,0.0
43616.03838312029,0.0
43616.05838312029,0.0
43616.078383120286,0.0
43616.09838312028,0.0
43616.11838312028,0.0
43616.13838312028,0.0
43616.15838312027,0.0
43616.17838312027,0.0
43616.19838312027,0.0
43616.218383120264,0.0
43616.23838312026,0.0
43616.25838312026,0.0
43616.278383120254,0.0
43616.29838312025,0.0
43616.31838312025,0.0
43616.338383120245,0.0
43616.35838312024,0.0
43616.37838312024,0.0
43616.398383120235,0.0
43616.41838312023,0.0
43616.43838312023,0.0
43616.458383120225,0.0
43616.47838312022,0.0
43616.49838312022,0.0
43616.518383120216,0.0
43616.53838312021,0.0
43616.55838312021,0.0
43616.578383120206,0.0
43616.5983831202,0.0
43616.6183831202,0.0
43616.6383831202,0.0
43616.65838312019,0.0
43616.67838312019,0.0
43616.69838312019,0.0
43616.718383120184,0.0
43616.73838312018,0.0
43616.75838312018,0.0
43616.778383120174,0.0
43616.79838312017,0.0
43616.81838312017,0.0
43616.838383120165,0.0
43616.85838312016,0.0
43616.87838312016,0.0
43616.898383120155,0.0
43616.91838312015,0.0
43616.93838312015,0.0
43616.958383120145,0.0
43616.97838312014,0.0
43616.99838312014,0.0
43617.018383120136,0.0
43617.03838312013,0.0
43617.05838312013,0.0
43617.078383120126,0.0
43617.09838312012,0.0
43617.11838312012,0.0
43617.13838312012,0.0
43617.15838312011,0.0
43617.17838312011,0.0
43617.19838312011,0.0
43617.218383120104,0.0
43617.2383831201,0.0
43617.2583831201,0.0
43617.278383120094,0.0
43617.29838312009,0.0
43617.31838312009,0.0
43617.338383120084,0.0
43617.35838312008,0.0
43617.37838312008,0.0
43617.398383120075,0.0
43617.41838312007,0.0
43617.43838312007,0.0
43617.458383120065,0.0
43617.47838312006,0.0
43617.49838312006,0.0
43617.518383120056,0.0
43617.53838312005,0.0
43617.55838312005,0.0
43617.578383120046,0.0
43617.59838312004,0.0
43617.61838312004,0.0
43617.63838312004,0.0
43617.65838312003,0.0
43617.67838312003,0.0
43617.69838312003,0.0
43617.718383120024,0.0
43617.73838312002,0.0
43617.75838312002,0.0
43617.778383120014,0.0
43617.79838312001,0.0
43617.81838312001,0.0
43617.838383120004,0.0
43617.85838312,0.0
43617.87838312,0.0
43617.898383119995,0.0
43617.91838311999,0.0
43617.93838311999,0.0
43617.958383119985,0.0
43617.97838311998,0.0
43617.99838311998,0.0
43618.018383119976,0.0
43618.03838311997,0.0
43618.05838311997,0.0
43618.078383119966,0.0
43618.09838311996,0.0
43618.11838311996,0.0
43618.13838311996,0.0
43618.15838311995,0.0
43618.17838311995,0.0
43618.19838311995,0.0
43618.21838311994,0.0
43618.23838311994,0.0
43618.25838311994,0.0
43618.278383119934,0.0
43618.29838311993,0.0
43618.31838311993,0.0
43618.338383119924,0.0
43618.35838311992,0.0
43618.37838311992,0.0
43618.398383119915,0.0
43618.41838311991,0.0
43618.43838311991,0.0
43618.458383119905,0.0
43618.4783831199,0.0
43618.4983831199,0.0
43618.518383119896,0.0
43618.53838311989,0.0
43618.55838311989,0.0
43618.578383119886,0.0
43618.59838311988,0.0
43618.61838311988,0.0
43618.63838311988,0.0
43618.65838311987,0.0
43618.67838311987,0.0
43618.69838311987,0.0
43618.71838311986,0.0
43618.73838311986,0.0
43618.75838311986,0.0
43618.778383119854,0.0
43618.79838311985,0.0
43618.81838311985,0.0
43618.838383119844,0.0
43618.85838311984,0.0
43618.87838311984,0.0
43618.898383119835,0.0
43618.91838311983,0.0
43618.93838311983,0.0
43618.958383119825,0.0
43618.97838311982,0.0
43618.99838311982,0.0
43619.018383119816,0.0
43619.03838311981,0.0
43619.05838311981,0.0
43619.078383119806,0.0
43619.0983831198,0.0
43619.1183831198,0.0
43619.138383119796,0.0
43619.15838311979,0.0
43619.17838311979,0.0
43619.19838311979,0.0
43619.21838311978,0.0
43619.23838311978,0.0
43619.25838311978,0.0
43619.278383119774,0.0
43619.29838311977,0.0
43619.31838311977,0.0
43619.338383119764,0.0
43619.35838311976,0.0
43619.37838311976,0.0
43619.398383119755,0.0
43619.41838311975,0.0
43619.43838311975,0.0
43619.458383119745,0.0
43619.47838311974,0.0
43619.49838311974,0.0
43619.518383119736,0.0
43619.53838311973,0.0
43619.55838311973,0.0
43619.578383119726,0.0
43619.59838311972,0.0
43619.61838311972,0.0
43619.638383119716,0.0
43619.65838311971,0.0
43619.67838311971,0.0
43619.69838311971,0.0
43619.7183831197,0.0
43619.7383831197,0.0
43619.7583831197,0.0
43619.778383119694,0.0
43619.79838311969,0.0
43619.81838311969,0.0
43619.838383119684,0.0
43619.85838311968,0.0
43619.87838311968,0.0
43619.898383119675,0.0
43619.91838311967,0.0
43619.93838311967,0.0
43619.958383119665,0.0
43619.97838311966,0.0
43619.99838311966,0.0
43620.018383119655,0.0
43620.03838311965,0.0
43620.05838311965,0.0
43620.078383119646,0.0
43620.09838311964,0.0
43620.11838311964,0.0
43620.138383119636,0.0
43620.15838311963,0.0
43620.17838311963,0.0
43620.19838311963,0.0
43620.21838311962,0.0
43620.23838311962,0.0
43620.25838311962,0.0
43620.278383119614,0.0
43620.29838311961,0.0
43620.31838311961,0.0
43620.338383119604,0.0
43620.3583831196,0.0
43620.3783831196,0.0
43620.398383119595,0.0
43620.41838311959,0.0
43620.43838311959,0.0
43620.458383119585,0.0
43620.47838311958,0.0
43620.49838311958,0.0
43620.518383119575,0.0
43620.53838311957,0.0
43620.55838311957,0.0
43620.578383119566,0.0
43620.59838311956,0.0
43620.61838311956,0.0
43620.638383119556,0.0
43620.65838311955,0.0
43620.67838311955,0.0
43620.69838311955,0.0
43620.71838311954,0.0
43620.73838311954,0.0
43620.75838311954,0.0
43620.778383119534,0.0
43620.79838311953,0.0
43620.81838311953,0.0
43620.838383119524,0.0
43620.85838311952,0.0
43620.87838311952,0.0
43620.898383119515,0.0
43620.91838311951,0.0
43620.93838311951,0.0
43620.958383119505,0.0
43620.9783831195,0.0
43620.9983831195,0.0
43621.018383119495,0.0
43621.03838311949,0.0
43621.05838311949,0.0
43621.078383119486,0.0
43621.09838311948,0.0
43621.11838311948,0.0
43621.138383119476,0.0
43621.15838311947,0.0
43621.17838311947,0.0
43621.19838311947,0.0
43621.21838311946,0.0
43621.23838311946,0.0
43621.25838311946,0.0
43621.278383119454,0.0
43621.29838311945,0.0
43621.31838311945,0.0
43621.338383119444,0.0
43621.35838311944,0.0
43621.37838311944,0.0
43621.398383119435,0.0
43621.41838311943,0.0
43621.43838311943,0.0
43621.458383119425,0.0
43621.47838311942,0.0
43621.49838311942,0.0
43621.518383119415,0.0
43621.53838311941,0.0
43621.55838311941,0.0
43621.578383119406,0.0
43621.5983831194,0.0
43621.6183831194,0.0
43621.638383119396,0.0
43621.65838311939,0.0
43621.67838311939,0.0
43621.69838311939,0.0
43621.71838311938,0.0
43621.73838311938,0.0
43621.75838311938,0.0
43621.778383119374,0.0
43621.79838311937,0.0
43621.81838311937,0.0
43621.838383119364,0.0
43621.85838311936,0.0
43621.87838311936,0.0
43621.898383119355,0.0
43621.91838311935,0.0
43621.93838311935,0.0
43621.958383119345,0.0
43621.97838311934,0.0
43621.99838311934,0.0
43622.018383119335,0.0
43622.03838311933,0.0
43622.05838311933,0.0
43622.078383119326,0.0
43622.09838311932,0.0
43622.11838311932,0.0
43622.138383119316,0.0
43622.15838311931,0.0
43622.17838311931,0.0
43622.19838311931,0.0
43622.2183831193,0.0
43622.2383831193,0.0
43622.2583831193,0.0
43622.278383119294,0.0
43622.29838311929,0.0
43622.31838311929,0.0
43622.338383119284,0.0
43622.35838311928,0.0
43622.37838311928,0.0
43622.398383119275,0.0
43622.41838311927,0.0
43622.43838311927,0.0
43622.458383119265,0.0
43622.47838311926,0.0
43622.49838311926,0.0
43622.518383119255,0.0
43622.53838311925,0.0
43622.55838311925,0.0
43622.578383119246,0.0
43622.59838311924,0.0
43622.61838311924,0.0
43622.638383119236,0.0
43622.65838311923,0.0
43622.67838311923,0.0
43622.69838311923,0.0
43622.71838311922,0.0
43622.73838311922,0.0
43622.75838311922,0.0
43622.778383119214,0.0
43622.79838311921,0.0
43622.81838311921,0.0
43622.838383119204,0.0
43622.8583831192,0.0
43622.8783831192,0.0
43622.898383119194,0.0
43622.91838311919,0.0
43622.93838311919,0.0
43622.958383119185,0.0
43622.97838311918,0.0
43622.99838311918,0.0
43623.018383119175,0.0
43623.03838311917,0.0
43623.05838311917,0.0
43623.078383119166,0.0
43623.09838311916,0.0
43623.11838311916,0.0
43623.138383119156,0.0
43623.15838311915,0.0
43623.17838311915,0.0
43623.19838311915,0.0
43623.21838311914,0.0
43623.23838311914,0.0
43623.25838311914,0.0
43623.278383119134,0.0
43623.29838311913,0.0
43623.31838311913,0.0
43623.338383119124,0.0
43623.35838311912,0.0
43623.37838311912,0.0
43623.398383119114,0.0
43623.41838311911,0.0
43623.43838311911,0.0
43623.458383119105,0.0
43623.4783831191,0.0
43623.4983831191,0.0
43623.518383119095,0.0
43623.53838311909,0.0
43623.55838311909,0.0
43623.578383119086,0.0
43623.59838311908,0.0
43623.61838311908,0.0
43623.638383119076,0.0
43623.65838311907,0.0
43623.67838311907,0.0
43623.69838311907,0.0
43623.71838311906,0.0
43623.73838311906,0.0
43623.75838311906,0.0
43623.77838311905,0.0
43623.79838311905,0.0
43623.81838311905,0.0
43623.838383119044,0.0
43623.85838311904,0.0
43623.87838311904,0.0
43623.898383119034,0.0
43623.91838311903,0.0
43623.93838311903,0.0
43623.958383119025,0.0
43623.97838311902,0.0
43623.99838311902,0.0
43624.018383119015,0.0
43624.03838311901,0.0
43624.05838311901,0.0
43624.078383119006,0.0
43624.098383119,0.0
43624.118383119,0.0
43624.138383118996,0.0
43624.15838311899,0.0
43624.17838311899,0.0
43624.19838311899,0.0
43624.21838311898,0.0
43624.23838311898,0.0
43624.25838311898,0.0
43624.27838311897,0.0
43624.29838311897,0.0
43624.31838311897,0.0
43624.338383118964,0.0
43624.35838311896,0.0
43624.37838311896,0.0
43624.398383118954,0.0
43624.41838311895,0.0
43624.43838311895,0.0
43624.458383118945,0.0
43624.47838311894,0.0
43624.49838311894,0.0
43624.518383118935,0.0
43624.53838311893,0.0
43624.55838311893,0.0
43624.578383118926,0.0
43624.59838311892,0.0
43624.61838311892,0.0
43624.638383118916,0.0
43624.65838311891,0.0
43624.67838311891,0.0
43624.698383118906,0.0
43624.7183831189,0.0
43624.7383831189,0.0
43624.7583831189,0.0
43624.77838311889,0.0
43624.79838311889,0.0
43624.81838311889,0.0
43624.838383118884,0.0
43624.85838311888,0.0
43624.87838311888,0.0
43624.898383118874,0.0
43624.91838311887,0.0
43624.93838311887,0.0
43624.958383118865,0.0
43624.97838311886,0.0
43624.99838311886,0.0
43625.018383118855,0.0
43625.03838311885,0.0
43625.05838311885,0.0
43625.078383118846,0.0
43625.09838311884,0.0
43625.11838311884,0.0
43625.138383118836,0.0
43625.15838311883,0.0
43625.17838311883,0.0
43625.198383118826,0.0
43625.21838311882,0.0
43625.23838311882,0.0
43625.25838311882,0.0
43625.27838311881,0.0
43625.29838311881,0.0
43625.31838311881,0.0
43625.338383118804,0.0
43625.3583831188,0.0
43625.3783831188,0.0
43625.398383118794,0.0
43625.41838311879,0.0
43625.43838311879,0.0
43625.458383118785,0.0
43625.47838311878,0.0
43625.49838311878,0.0
43625.518383118775,0.0
43625.53838311877,0.0
43625.55838311877,0.0
43625.578383118765,0.0
43625.59838311876,0.0
43625.61838311876,0.0
43625.638383118756,0.0
43625.65838311875,0.0
43625.67838311875,0.0
43625.698383118746,0.0
43625.71838311874,0.0
43625.73838311874,0.0
43625.75838311874,0.0
43625.77838311873,0.0
43625.79838311873,0.0
43625.81838311873,0.0
43625.838383118724,0.0
43625.85838311872,0.0
43625.87838311872,0.0
43625.898383118714,0.0
43625.91838311871,0.0
43625.93838311871,0.0
43625.958383118705,0.0
43625.9783831187,0.0
43625.9983831187,0.0
43626.018383118695,0.0
43626.03838311869,0.0
43626.05838311869,0.0
43626.078383118685,0.0
43626.09838311868,0.0
43626.11838311868,0.0
43626.138383118676,0.0
43626.15838311867,0.0
43626.17838311867,0.0
43626.198383118666,0.0
43626.21838311866,0.0
43626.23838311866,0.0
43626.25838311866,0.0
43626.27838311865,0.0
43626.29838311865,0.0
43626.31838311865,0.0
43626.338383118644,0.0
43626.35838311864,0.0
43626.37838311864,0.0
43626.398383118634,0.0
43626.41838311863,0.0
43626.43838311863,0.0
43626.458383118625,0.0
43626.47838311862,0.0
43626.49838311862,0.0
43626.518383118615,0.0
43626.53838311861,0.0
43626.55838311861,0.0
43626.578383118605,0.0
43626.5983831186,0.0
43626.6183831186,0.0
43626.638383118596,0.0
43626.65838311859,0.0
43626.67838311859,0.0
43626.698383118586,0.0
43626.71838311858,0.0
43626.73838311858,0.0
43626.75838311858,0.0
43626.77838311857,0.0
43626.79838311857,0.0
43626.81838311857,0.0
43626.838383118564,0.0
43626.85838311856,0.0
43626.87838311856,0.0
43626.898383118554,0.0
43626.91838311855,0.0
43626.93838311855,0.0
43626.958383118545,0.0
43626.97838311854,0.0
43626.99838311854,0.0
43627.018383118535,0.0
43627.03838311853,0.0
43627.05838311853,0.0
43627.078383118525,0.0
43627.09838311852,0.0
43627.11838311852,0.0
43627.138383118516,0.0
43627.15838311851,0.0
43627.17838311851,0.0
43627.198383118506,0.0
43627.2183831185,0.0
43627.2383831185,0.0
43627.2583831185,0.0
43627.27838311849,0.0
43627.29838311849,0.0
43627.31838311849,0.0
43627.338383118484,0.0
43627.35838311848,0.0
43627.37838311848,0.0
43627.398383118474,0.0
43627.41838311847,0.0
43627.43838311847,0.0
43627.458383118465,0.0
43627.47838311846,0.0
43627.49838311846,0.0
43627.518383118455,0.0
43627.53838311845,0.0
43627.55838311845,0.0
43627.578383118445,0.0
43627.59838311844,0.0
43627.61838311844,0.0
43627.638383118436,0.0
43627.65838311843,0.0
43627.67838311843,0.0
43627.698383118426,0.0
43627.71838311842,0.0
43627.73838311842,0.0
43627.75838311842,0.0
43627.77838311841,0.0
43627.79838311841,0.0
43627.81838311841,0.0
43627.838383118404,0.0
43627.8583831184,0.0
43627.8783831184,0.0
43627.898383118394,0.0
43627.91838311839,0.0
43627.93838311839,0.0
43627.958383118385,0.0
43627.97838311838,0.0
43627.99838311838,0.0
43628.018383118375,0.0
43628.03838311837,0.0
43628.05838311837,0.0
43628.078383118365,0.0
43628.09838311836,0.0
43628.11838311836,0.0
43628.138383118356,0.0
43628.15838311835,0.0
43628.17838311835,0.0
43628.198383118346,0.0
43628.21838311834,0.0
43628.23838311834,0.0
43628.25838311834,0.0
43628.27838311833,0.0
43628.29838311833,0.0
43628.31838311833,0.0
43628.338383118324,0.0
43628.35838311832,0.0
43628.37838311832,0.0
43628.398383118314,0.0
43628.41838311831,0.0
43628.43838311831,0.0
43628.458383118304,0.0
43628.4783831183,0.0
43628.4983831183,0.0
43628.518383118295,0.0
43628.53838311829,0.0
43628.55838311829,0.0
43628.578383118285,0.0
43628.59838311828,0.0
43628.61838311828,0.0
43628.638383118276,0.0
43628.65838311827,0.0
43628.67838311827,0.0
